product_id,name,price,description,specifications,category,brand,image,rating,battery_life,windows_free,weight_kg,ram_gb,ssd_gb,display_size,processor_type
LEN0265,Lenovo Model 265,86288,"Lenovo laptop with Intel i5, 6GB RAM, 512GB SSD, 15.6-inch display","Intel i5, 6GB RAM, 512GB SSD, 15.6-inch, Battery: 10hrs",Ultrabook,Lenovo,Image of Lenovo Model 265,3.8,10,Yes,4.13,6,512,15.6-inch,Intel i5
LEN0266,Lenovo Model 266,49291,"Lenovo laptop with Apple M3, 10GB RAM, 256GB SSD, 15.6-inch display","Apple M3, 10GB RAM, 256GB SSD, 15.6-inch, Battery: 11hrs",Workstation,Lenovo,Image of Lenovo Model 266,3.6,11,Yes,3.98,10,256,15.6-inch,Apple M3
LG0267,LG Model 267,41793,"LG laptop with Apple M3, 10GB RAM, 512GB SSD, 15.6-inch display","Apple M3, 10GB RAM, 512GB SSD, 15.6-inch, Battery: 5hrs",Workstation,LG,Image of LG Model 267,3.7,5,No,1.47,10,512,15.6-inch,Apple M3
ASU0268,Asus Model 268,65086,"Asus laptop with Apple M2, 4GB RAM, 512GB SSD, 15.6-inch display","Apple M2, 4GB RAM, 512GB SSD, 15.6-inch, Battery: 8hrs",Gaming,Asus,Image of Asus Model 268,3.9,8,No,3.05,4,512,15.6-inch,Apple M2
SAM0269,Samsung Model 269,36731,"Samsung laptop with Intel i3, 6GB RAM, 256GB SSD, 14-inch display","Intel i3, 6GB RAM, 256GB SSD, 14-inch, Battery: 5hrs",Business,Samsung,Image of Samsung Model 269,3.8,5,Yes,1.83,6,256,14-inch,Intel i3
LG0270,LG Model 270,57726,"LG laptop with Intel i7, 4GB RAM, 128GB SSD, 14-inch display","Intel i7, 4GB RAM, 128GB SSD, 14-inch, Battery: 11hrs",Ultrabook,LG,Image of LG Model 270,4.3,11,Yes,4.38,4,128,14-inch,Intel i7
MSI0271,MSI Model 271,88700,"MSI laptop with Apple M1, 12GB RAM, 512GB SSD, 14-inch display","Apple M1, 12GB RAM, 512GB SSD, 14-inch, Battery: 10hrs",Student,MSI,Image of MSI Model 271,4.4,10,Yes,3.81,12,512,14-inch,Apple M1
ASU0272,Asus Model 272,76610,"Asus laptop with Apple M1, 10GB RAM, 128GB SSD, 14-inch display","Apple M1, 10GB RAM, 128GB SSD, 14-inch, Battery: 7hrs",Workstation,Asus,Image of Asus Model 272,3.7,7,Yes,3.12,10,128,14-inch,Apple M1
MIC0273,Microsoft Model 273,21327,"Microsoft laptop with AMD Ryzen 7, 10GB RAM, 256GB SSD, 14-inch display","AMD Ryzen 7, 10GB RAM, 256GB SSD, 14-inch, Battery: 9hrs",Student,Microsoft,Image of Microsoft Model 273,3.6,9,Yes,3.23,10,256,14-inch,AMD Ryzen 7
HP0274,HP Model 274,92459,"HP laptop with Intel i3, 8GB RAM, 128GB SSD, 14-inch display","Intel i3, 8GB RAM, 128GB SSD, 14-inch, Battery: 9hrs",Student,HP,Image of HP Model 274,3.9,9,No,2.9,8,128,14-inch,Intel i3
HP0275,HP Model 275,27092,"HP laptop with AMD Ryzen 5, 8GB RAM, 128GB SSD, 14-inch display","AMD Ryzen 5, 8GB RAM, 128GB SSD, 14-inch, Battery: 14hrs",Gaming,HP,Image of HP Model 275,3.6,14,No,3.52,8,128,14-inch,AMD Ryzen 5
MSI0276,MSI Model 276,20442,"MSI laptop with AMD Ryzen 5, 12GB RAM, 256GB SSD, 15.6-inch display","AMD Ryzen 5, 12GB RAM, 256GB SSD, 15.6-inch, Battery: 5hrs",Ultrabook,MSI,Image of MSI Model 276,3.9,5,No,2.61,12,256,15.6-inch,AMD Ryzen 5
DEL0277,Dell Model 277,65851,"Dell laptop with Intel i3, 12GB RAM, 256GB SSD, 15.6-inch display","Intel i3, 12GB RAM, 256GB SSD, 15.6-inch, Battery: 12hrs",Student,Dell,Image of Dell Model 277,4.6,12,Yes,2.28,12,256,15.6-inch,Intel i3
MIC0278,Microsoft Model 278,72473,"Microsoft laptop with Apple M1, 8GB RAM, 512GB SSD, 14-inch display","Apple M1, 8GB RAM, 512GB SSD, 14-inch, Battery: 14hrs",Business,Microsoft,Image of Microsoft Model 278,4.8,14,No,2.82,8,512,14-inch,Apple M1
ACE0279,Acer Model 279,60451,"Acer laptop with Intel i7, 10GB RAM, 128GB SSD, 15.6-inch display","Intel i7, 10GB RAM, 128GB SSD, 15.6-inch, Battery: 11hrs",Business,Acer,Image of Acer Model 279,4.8,11,No,4.39,10,128,15.6-inch,Intel i7
HP0280,HP Model 280,18493,"HP laptop with Intel i7, 6GB RAM, 128GB SSD, 15.6-inch display","Intel i7, 6GB RAM, 128GB SSD, 15.6-inch, Battery: 4hrs",Ultrabook,HP,Image of HP Model 280,4.7,4,Yes,1.48,6,128,15.6-inch,Intel i7
DEL0281,Dell Model 281,58490,"Dell laptop with Apple M1, 10GB RAM, 128GB SSD, 15.6-inch display","Apple M1, 10GB RAM, 128GB SSD, 15.6-inch, Battery: 11hrs",Business,Dell,Image of Dell Model 281,4.9,11,No,2.15,10,128,15.6-inch,Apple M1
ASU0282,Asus Model 282,40663,"Asus laptop with AMD Ryzen 5, 6GB RAM, 512GB SSD, 14-inch display","AMD Ryzen 5, 6GB RAM, 512GB SSD, 14-inch, Battery: 7hrs",Student,Asus,Image of Asus Model 282,4.3,7,Yes,3.86,6,512,14-inch,AMD Ryzen 5
MIC0283,Microsoft Model 283,53948,"Microsoft laptop with Apple M3, 6GB RAM, 256GB SSD, 15.6-inch display","Apple M3, 6GB RAM, 256GB SSD, 15.6-inch, Battery: 8hrs",Ultrabook,Microsoft,Image of Microsoft Model 283,3.5,8,Yes,2.7,6,256,15.6-inch,Apple M3
MSI0284,MSI Model 284,87466,"MSI laptop with Intel i5, 12GB RAM, 128GB SSD, 14-inch display","Intel i5, 12GB RAM, 128GB SSD, 14-inch, Battery: 10hrs",Workstation,MSI,Image of MSI Model 284,4.2,10,No,1.76,12,128,14-inch,Intel i5
ACE0285,Acer Model 285,45421,"Acer laptop with Apple M2, 8GB RAM, 512GB SSD, 15.6-inch display","Apple M2, 8GB RAM, 512GB SSD, 15.6-inch, Battery: 13hrs",Ultrabook,Acer,Image of Acer Model 285,4.1,13,Yes,3.32,8,512,15.6-inch,Apple M2
MIC0286,Microsoft Model 286,33665,"Microsoft laptop with Apple M1, 8GB RAM, 128GB SSD, 14-inch display","Apple M1, 8GB RAM, 128GB SSD, 14-inch, Battery: 8hrs",Gaming,Microsoft,Image of Microsoft Model 286,4.0,8,Yes,1.41,8,128,14-inch,Apple M1
MIC0287,Microsoft Model 287,56646,"Microsoft laptop with Apple M2, 4GB RAM, 128GB SSD, 14-inch display","Apple M2, 4GB RAM, 128GB SSD, 14-inch, Battery: 6hrs",Student,Microsoft,Image of Microsoft Model 287,4.8,6,Yes,2.83,4,128,14-inch,Apple M2
MIC0288,Microsoft Model 288,19219,"Microsoft laptop with Apple M2, 10GB RAM, 256GB SSD, 14-inch display","Apple M2, 10GB RAM, 256GB SSD, 14-inch, Battery: 4hrs",Gaming,Microsoft,Image of Microsoft Model 288,3.7,4,Yes,2.98,10,256,14-inch,Apple M2
LEN0289,Lenovo Model 289,17124,"Lenovo laptop with Intel i7, 12GB RAM, 128GB SSD, 14-inch display","Intel i7, 12GB RAM, 128GB SSD, 14-inch, Battery: 14hrs",Ultrabook,Lenovo,Image of Lenovo Model 289,4.9,14,No,3.97,12,128,14-inch,Intel i7
ACE0290,Acer Model 290,76114,"Acer laptop with Apple M1, 4GB RAM, 256GB SSD, 15.6-inch display","Apple M1, 4GB RAM, 256GB SSD, 15.6-inch, Battery: 4hrs",Gaming,Acer,Image of Acer Model 290,4.8,4,No,2.59,4,256,15.6-inch,Apple M1
LG0291,LG Model 291,45673,"LG laptop with Intel i5, 6GB RAM, 128GB SSD, 15.6-inch display","Intel i5, 6GB RAM, 128GB SSD, 15.6-inch, Battery: 12hrs",Convertible,LG,Image of LG Model 291,3.7,12,No,1.38,6,128,15.6-inch,Intel i5
APP0292,Apple Model 292,74509,"Apple laptop with Intel i7, 6GB RAM, 512GB SSD, 15.6-inch display","Intel i7, 6GB RAM, 512GB SSD, 15.6-inch, Battery: 4hrs",Student,Apple,Image of Apple Model 292,4.1,4,No,1.46,6,512,15.6-inch,Intel i7
LEN0293,Lenovo Model 293,22806,"Lenovo laptop with Apple M3, 6GB RAM, 512GB SSD, 15.6-inch display","Apple M3, 6GB RAM, 512GB SSD, 15.6-inch, Battery: 6hrs",Gaming,Lenovo,Image of Lenovo Model 293,4.3,6,No,4.47,6,512,15.6-inch,Apple M3
LG0294,LG Model 294,55368,"LG laptop with Apple M3, 4GB RAM, 128GB SSD, 15.6-inch display","Apple M3, 4GB RAM, 128GB SSD, 15.6-inch, Battery: 8hrs",Ultrabook,LG,Image of LG Model 294,3.8,8,No,3.06,4,128,15.6-inch,Apple M3
ASU0295,Asus Model 295,79244,"Asus laptop with Intel i3, 10GB RAM, 512GB SSD, 14-inch display","Intel i3, 10GB RAM, 512GB SSD, 14-inch, Battery: 8hrs",Business,Asus,Image of Asus Model 295,4.3,8,No,3.53,10,512,14-inch,Intel i3
MSI0296,MSI Model 296,28566,"MSI laptop with Apple M3, 10GB RAM, 128GB SSD, 15.6-inch display","Apple M3, 10GB RAM, 128GB SSD, 15.6-inch, Battery: 5hrs",Gaming,MSI,Image of MSI Model 296,4.3,5,Yes,2.62,10,128,15.6-inch,Apple M3
HP0297,HP Model 297,34446,"HP laptop with Intel i7, 12GB RAM, 512GB SSD, 15.6-inch display","Intel i7, 12GB RAM, 512GB SSD, 15.6-inch, Battery: 10hrs",Gaming,HP,Image of HP Model 297,3.7,10,No,3.34,12,512,15.6-inch,Intel i7
LEN0298,Lenovo Model 298,62332,"Lenovo laptop with Intel i5, 8GB RAM, 512GB SSD, 14-inch display","Intel i5, 8GB RAM, 512GB SSD, 14-inch, Battery: 5hrs",Convertible,Lenovo,Image of Lenovo Model 298,4.3,5,Yes,1.48,8,512,14-inch,Intel i5
MSI0299,MSI Model 299,25028,"MSI laptop with Intel i7, 4GB RAM, 256GB SSD, 14-inch display","Intel i7, 4GB RAM, 256GB SSD, 14-inch, Battery: 10hrs",Business,MSI,Image of MSI Model 299,4.8,10,Yes,3.89,4,256,14-inch,Intel i7
DEL0300,Dell Model 300,59226,"Dell laptop with Apple M1, 8GB RAM, 128GB SSD, 15.6-inch display","Apple M1, 8GB RAM, 128GB SSD, 15.6-inch, Battery: 13hrs",Workstation,Dell,Image of Dell Model 300,4.1,13,No,1.45,8,128,15.6-inch,Apple M1
APP0301,Apple Model 301,30906,"Apple laptop with Apple M3, 10GB RAM, 512GB SSD, 15.6-inch display","Apple M3, 10GB RAM, 512GB SSD, 15.6-inch, Battery: 8hrs",Gaming,Apple,Image of Apple Model 301,3.9,8,No,3.76,10,512,15.6-inch,Apple M3
DEL0302,Dell Model 302,75757,"Dell laptop with Intel i7, 10GB RAM, 512GB SSD, 14-inch display","Intel i7, 10GB RAM, 512GB SSD, 14-inch, Battery: 5hrs",Ultrabook,Dell,Image of Dell Model 302,4.9,5,No,1.41,10,512,14-inch,Intel i7
ACE0303,Acer Model 303,26355,"Acer laptop with AMD Ryzen 7, 10GB RAM, 128GB SSD, 14-inch display","AMD Ryzen 7, 10GB RAM, 128GB SSD, 14-inch, Battery: 5hrs",Business,Acer,Image of Acer Model 303,3.9,5,Yes,4.01,10,128,14-inch,AMD Ryzen 7
DEL0304,Dell Model 304,56155,"Dell laptop with Apple M2, 6GB RAM, 128GB SSD, 14-inch display","Apple M2, 6GB RAM, 128GB SSD, 14-inch, Battery: 5hrs",Student,Dell,Image of Dell Model 304,4.3,5,Yes,4.42,6,128,14-inch,Apple M2
LG0305,LG Model 305,37154,"LG laptop with Apple M2, 10GB RAM, 256GB SSD, 14-inch display","Apple M2, 10GB RAM, 256GB SSD, 14-inch, Battery: 11hrs",Convertible,LG,Image of LG Model 305,4.0,11,Yes,3.03,10,256,14-inch,Apple M2
SAM0306,Samsung Model 306,70264,"Samsung laptop with Intel i3, 12GB RAM, 128GB SSD, 14-inch display","Intel i3, 12GB RAM, 128GB SSD, 14-inch, Battery: 12hrs",Business,Samsung,Image of Samsung Model 306,3.7,12,No,3.24,12,128,14-inch,Intel i3
APP0307,Apple Model 307,73562,"Apple laptop with Intel i3, 12GB RAM, 512GB SSD, 15.6-inch display","Intel i3, 12GB RAM, 512GB SSD, 15.6-inch, Battery: 4hrs",Gaming,Apple,Image of Apple Model 307,3.9,4,Yes,3.47,12,512,15.6-inch,Intel i3
APP0308,Apple Model 308,61167,"Apple laptop with AMD Ryzen 7, 10GB RAM, 512GB SSD, 14-inch display","AMD Ryzen 7, 10GB RAM, 512GB SSD, 14-inch, Battery: 11hrs",Convertible,Apple,Image of Apple Model 308,3.6,11,Yes,3.29,10,512,14-inch,AMD Ryzen 7
DEL0309,Dell Model 309,29142,"Dell laptop with AMD Ryzen 5, 12GB RAM, 512GB SSD, 14-inch display","AMD Ryzen 5, 12GB RAM, 512GB SSD, 14-inch, Battery: 5hrs",Workstation,Dell,Image of Dell Model 309,4.2,5,No,1.32,12,512,14-inch,AMD Ryzen 5
HP0310,HP Model 310,87783,"HP laptop with AMD Ryzen 5, 8GB RAM, 128GB SSD, 14-inch display","AMD Ryzen 5, 8GB RAM, 128GB SSD, 14-inch, Battery: 8hrs",Workstation,HP,Image of HP Model 310,4.9,8,Yes,3.83,8,128,14-inch,AMD Ryzen 5
LG0311,LG Model 311,44153,"LG laptop with Intel i5, 12GB RAM, 512GB SSD, 15.6-inch display","Intel i5, 12GB RAM, 512GB SSD, 15.6-inch, Battery: 13hrs",Business,LG,Image of LG Model 311,5.0,13,Yes,3.24,12,512,15.6-inch,Intel i5
HP0312,HP Model 312,63366,"HP laptop with AMD Ryzen 5, 6GB RAM, 512GB SSD, 15.6-inch display","AMD Ryzen 5, 6GB RAM, 512GB SSD, 15.6-inch, Battery: 12hrs",Student,HP,Image of HP Model 312,3.9,12,No,2.08,6,512,15.6-inch,AMD Ryzen 5
MSI0313,MSI Model 313,49376,"MSI laptop with AMD Ryzen 5, 4GB RAM, 256GB SSD, 15.6-inch display","AMD Ryzen 5, 4GB RAM, 256GB SSD, 15.6-inch, Battery: 6hrs",Student,MSI,Image of MSI Model 313,4.3,6,No,1.44,4,256,15.6-inch,AMD Ryzen 5
ASU0314,Asus Model 314,79025,"Asus laptop with Apple M3, 12GB RAM, 128GB SSD, 14-inch display","Apple M3, 12GB RAM, 128GB SSD, 14-inch, Battery: 12hrs",Gaming,Asus,Image of Asus Model 314,4.2,12,Yes,3.47,12,128,14-inch,Apple M3
APP0315,Apple Model 315,81180,"Apple laptop with AMD Ryzen 7, 12GB RAM, 128GB SSD, 14-inch display","AMD Ryzen 7, 12GB RAM, 128GB SSD, 14-inch, Battery: 14hrs",Convertible,Apple,Image of Apple Model 315,3.9,14,No,2.8,12,128,14-inch,AMD Ryzen 7
ASU0316,Asus Model 316,56852,"Asus laptop with Intel i7, 6GB RAM, 512GB SSD, 15.6-inch display","Intel i7, 6GB RAM, 512GB SSD, 15.6-inch, Battery: 12hrs",Business,Asus,Image of Asus Model 316,4.2,12,No,1.36,6,512,15.6-inch,Intel i7
MIC0317,Microsoft Model 317,35543,"Microsoft laptop with AMD Ryzen 5, 12GB RAM, 512GB SSD, 14-inch display","AMD Ryzen 5, 12GB RAM, 512GB SSD, 14-inch, Battery: 4hrs",Business,Microsoft,Image of Microsoft Model 317,3.8,4,No,2.31,12,512,14-inch,AMD Ryzen 5
APP0318,Apple Model 318,44431,"Apple laptop with Apple M3, 6GB RAM, 512GB SSD, 14-inch display","Apple M3, 6GB RAM, 512GB SSD, 14-inch, Battery: 13hrs",Convertible,Apple,Image of Apple Model 318,4.6,13,No,2.61,6,512,14-inch,Apple M3
APP0319,Apple Model 319,54098,"Apple laptop with AMD Ryzen 7, 6GB RAM, 128GB SSD, 14-inch display","AMD Ryzen 7, 6GB RAM, 128GB SSD, 14-inch, Battery: 7hrs",Convertible,Apple,Image of Apple Model 319,3.5,7,No,2.97,6,128,14-inch,AMD Ryzen 7
DEL0320,Dell Model 320,62354,"Dell laptop with Intel i7, 6GB RAM, 512GB SSD, 15.6-inch display","Intel i7, 6GB RAM, 512GB SSD, 15.6-inch, Battery: 4hrs",Gaming,Dell,Image of Dell Model 320,3.9,4,No,4.23,6,512,15.6-inch,Intel i7
ASU0321,Asus Model 321,52047,"Asus laptop with Intel i3, 4GB RAM, 512GB SSD, 14-inch display","Intel i3, 4GB RAM, 512GB SSD, 14-inch, Battery: 12hrs",Ultrabook,Asus,Image of Asus Model 321,4.7,12,Yes,3.44,4,512,14-inch,Intel i3
MSI0322,MSI Model 322,50738,"MSI laptop with Intel i3, 6GB RAM, 128GB SSD, 15.6-inch display","Intel i3, 6GB RAM, 128GB SSD, 15.6-inch, Battery: 8hrs",Workstation,MSI,Image of MSI Model 322,3.8,8,Yes,1.8,6,128,15.6-inch,Intel i3
ACE0323,Acer Model 323,99049,"Acer laptop with Apple M3, 10GB RAM, 256GB SSD, 15.6-inch display","Apple M3, 10GB RAM, 256GB SSD, 15.6-inch, Battery: 11hrs",Business,Acer,Image of Acer Model 323,4.9,11,No,2.94,10,256,15.6-inch,Apple M3
ACE0324,Acer Model 324,85720,"Acer laptop with Intel i3, 6GB RAM, 128GB SSD, 15.6-inch display","Intel i3, 6GB RAM, 128GB SSD, 15.6-inch, Battery: 5hrs",Workstation,Acer,Image of Acer Model 324,3.8,5,No,1.9,6,128,15.6-inch,Intel i3
ACE0325,Acer Model 325,17616,"Acer laptop with AMD Ryzen 7, 6GB RAM, 512GB SSD, 14-inch display","AMD Ryzen 7, 6GB RAM, 512GB SSD, 14-inch, Battery: 14hrs",Ultrabook,Acer,Image of Acer Model 325,4.5,14,Yes,2.63,6,512,14-inch,AMD Ryzen 7
ACE0326,Acer Model 326,72978,"Acer laptop with Apple M3, 6GB RAM, 256GB SSD, 15.6-inch display","Apple M3, 6GB RAM, 256GB SSD, 15.6-inch, Battery: 7hrs",Gaming,Acer,Image of Acer Model 326,4.4,7,No,3.71,6,256,15.6-inch,Apple M3
SAM0327,Samsung Model 327,59260,"Samsung laptop with AMD Ryzen 5, 4GB RAM, 256GB SSD, 14-inch display","AMD Ryzen 5, 4GB RAM, 256GB SSD, 14-inch, Battery: 6hrs",Business,Samsung,Image of Samsung Model 327,4.5,6,Yes,2.39,4,256,14-inch,AMD Ryzen 5
HP0328,HP Model 328,34643,"HP laptop with Intel i7, 8GB RAM, 128GB SSD, 15.6-inch display","Intel i7, 8GB RAM, 128GB SSD, 15.6-inch, Battery: 13hrs",Business,HP,Image of HP Model 328,4.4,13,No,3.19,8,128,15.6-inch,Intel i7
LEN0329,Lenovo Model 329,43924,"Lenovo laptop with Apple M2, 12GB RAM, 256GB SSD, 14-inch display","Apple M2, 12GB RAM, 256GB SSD, 14-inch, Battery: 6hrs",Gaming,Lenovo,Image of Lenovo Model 329,3.9,6,Yes,1.89,12,256,14-inch,Apple M2
MIC0330,Microsoft Model 330,73774,"Microsoft laptop with Intel i7, 12GB RAM, 128GB SSD, 14-inch display","Intel i7, 12GB RAM, 128GB SSD, 14-inch, Battery: 13hrs",Business,Microsoft,Image of Microsoft Model 330,4.6,13,Yes,4.3,12,128,14-inch,Intel i7
MIC0331,Microsoft Model 331,66201,"Microsoft laptop with Apple M1, 6GB RAM, 512GB SSD, 14-inch display","Apple M1, 6GB RAM, 512GB SSD, 14-inch, Battery: 7hrs",Ultrabook,Microsoft,Image of Microsoft Model 331,3.9,7,Yes,1.5,6,512,14-inch,Apple M1
ACE0332,Acer Model 332,33825,"Acer laptop with Apple M2, 12GB RAM, 512GB SSD, 14-inch display","Apple M2, 12GB RAM, 512GB SSD, 14-inch, Battery: 4hrs",Gaming,Acer,Image of Acer Model 332,4.7,4,No,2.65,12,512,14-inch,Apple M2
MIC0333,Microsoft Model 333,75565,"Microsoft laptop with Intel i5, 4GB RAM, 512GB SSD, 14-inch display","Intel i5, 4GB RAM, 512GB SSD, 14-inch, Battery: 13hrs",Gaming,Microsoft,Image of Microsoft Model 333,4.8,13,No,3.31,4,512,14-inch,Intel i5
LG0334,LG Model 334,89009,"LG laptop with Apple M3, 4GB RAM, 512GB SSD, 15.6-inch display","Apple M3, 4GB RAM, 512GB SSD, 15.6-inch, Battery: 4hrs",Ultrabook,LG,Image of LG Model 334,3.6,4,Yes,2.71,4,512,15.6-inch,Apple M3
MSI0335,MSI Model 335,27148,"MSI laptop with Intel i5, 12GB RAM, 128GB SSD, 15.6-inch display","Intel i5, 12GB RAM, 128GB SSD, 15.6-inch, Battery: 7hrs",Ultrabook,MSI,Image of MSI Model 335,4.7,7,Yes,1.99,12,128,15.6-inch,Intel i5
LEN0336,Lenovo Model 336,32038,"Lenovo laptop with Apple M1, 10GB RAM, 512GB SSD, 14-inch display","Apple M1, 10GB RAM, 512GB SSD, 14-inch, Battery: 13hrs",Workstation,Lenovo,Image of Lenovo Model 336,4.7,13,Yes,2.29,10,512,14-inch,Apple M1
APP0337,Apple Model 337,97480,"Apple laptop with AMD Ryzen 5, 10GB RAM, 256GB SSD, 15.6-inch display","AMD Ryzen 5, 10GB RAM, 256GB SSD, 15.6-inch, Battery: 11hrs",Convertible,Apple,Image of Apple Model 337,4.1,11,Yes,4.35,10,256,15.6-inch,AMD Ryzen 5
LEN0338,Lenovo Model 338,22663,"Lenovo laptop with AMD Ryzen 5, 6GB RAM, 256GB SSD, 15.6-inch display","AMD Ryzen 5, 6GB RAM, 256GB SSD, 15.6-inch, Battery: 7hrs",Business,Lenovo,Image of Lenovo Model 338,4.5,7,Yes,1.33,6,256,15.6-inch,AMD Ryzen 5
MSI0339,MSI Model 339,28494,"MSI laptop with Apple M1, 8GB RAM, 512GB SSD, 14-inch display","Apple M1, 8GB RAM, 512GB SSD, 14-inch, Battery: 13hrs",Workstation,MSI,Image of MSI Model 339,4.9,13,Yes,3.21,8,512,14-inch,Apple M1
DEL0340,Dell Model 340,77809,"Dell laptop with AMD Ryzen 5, 4GB RAM, 128GB SSD, 14-inch display","AMD Ryzen 5, 4GB RAM, 128GB SSD, 14-inch, Battery: 6hrs",Ultrabook,Dell,Image of Dell Model 340,3.7,6,Yes,4.14,4,128,14-inch,AMD Ryzen 5
LEN0341,Lenovo Model 341,37937,"Lenovo laptop with Intel i3, 12GB RAM, 512GB SSD, 14-inch display","Intel i3, 12GB RAM, 512GB SSD, 14-inch, Battery: 8hrs",Gaming,Lenovo,Image of Lenovo Model 341,4.2,8,Yes,3.24,12,512,14-inch,Intel i3
DEL0342,Dell Model 342,29962,"Dell laptop with Apple M1, 12GB RAM, 128GB SSD, 15.6-inch display","Apple M1, 12GB RAM, 128GB SSD, 15.6-inch, Battery: 8hrs",Ultrabook,Dell,Image of Dell Model 342,4.4,8,No,1.73,12,128,15.6-inch,Apple M1
HP0343,HP Model 343,26811,"HP laptop with Intel i3, 4GB RAM, 128GB SSD, 14-inch display","Intel i3, 4GB RAM, 128GB SSD, 14-inch, Battery: 8hrs",Student,HP,Image of HP Model 343,4.0,8,No,2.73,4,128,14-inch,Intel i3
ASU0344,Asus Model 344,47372,"Asus laptop with Intel i5, 12GB RAM, 512GB SSD, 14-inch display","Intel i5, 12GB RAM, 512GB SSD, 14-inch, Battery: 11hrs",Business,Asus,Image of Asus Model 344,4.5,11,Yes,4.33,12,512,14-inch,Intel i5
DEL0345,Dell Model 345,37443,"Dell laptop with Apple M3, 6GB RAM, 128GB SSD, 14-inch display","Apple M3, 6GB RAM, 128GB SSD, 14-inch, Battery: 9hrs",Convertible,Dell,Image of Dell Model 345,4.4,9,Yes,4.39,6,128,14-inch,Apple M3
LG0346,LG Model 346,24797,"LG laptop with AMD Ryzen 7, 4GB RAM, 512GB SSD, 15.6-inch display","AMD Ryzen 7, 4GB RAM, 512GB SSD, 15.6-inch, Battery: 4hrs",Gaming,LG,Image of LG Model 346,3.7,4,No,3.18,4,512,15.6-inch,AMD Ryzen 7
MIC0347,Microsoft Model 347,54447,"Microsoft laptop with AMD Ryzen 5, 8GB RAM, 256GB SSD, 14-inch display","AMD Ryzen 5, 8GB RAM, 256GB SSD, 14-inch, Battery: 12hrs",Student,Microsoft,Image of Microsoft Model 347,4.7,12,Yes,4.04,8,256,14-inch,AMD Ryzen 5
HP0348,HP Model 348,33421,"HP laptop with AMD Ryzen 7, 8GB RAM, 256GB SSD, 15.6-inch display","AMD Ryzen 7, 8GB RAM, 256GB SSD, 15.6-inch, Battery: 9hrs",Student,HP,Image of HP Model 348,4.7,9,Yes,3.0,8,256,15.6-inch,AMD Ryzen 7
LG0349,LG Model 349,76099,"LG laptop with Apple M3, 6GB RAM, 256GB SSD, 14-inch display","Apple M3, 6GB RAM, 256GB SSD, 14-inch, Battery: 9hrs",Student,LG,Image of LG Model 349,4.1,9,Yes,2.32,6,256,14-inch,Apple M3
MSI0350,MSI Model 350,62853,"MSI laptop with Apple M2, 12GB RAM, 256GB SSD, 14-inch display","Apple M2, 12GB RAM, 256GB SSD, 14-inch, Battery: 13hrs",Student,MSI,Image of MSI Model 350,4.7,13,No,3.22,12,256,14-inch,Apple M2
ASU0351,Asus Model 351,84383,"Asus laptop with Apple M1, 8GB RAM, 512GB SSD, 15.6-inch display","Apple M1, 8GB RAM, 512GB SSD, 15.6-inch, Battery: 7hrs",Convertible,Asus,Image of Asus Model 351,4.7,7,No,2.08,8,512,15.6-inch,Apple M1
DEL0352,Dell Model 352,87887,"Dell laptop with Intel i3, 12GB RAM, 128GB SSD, 14-inch display","Intel i3, 12GB RAM, 128GB SSD, 14-inch, Battery: 12hrs",Workstation,Dell,Image of Dell Model 352,3.8,12,No,3.69,12,128,14-inch,Intel i3
ACE0353,Acer Model 353,48096,"Acer laptop with Apple M2, 6GB RAM, 256GB SSD, 15.6-inch display","Apple M2, 6GB RAM, 256GB SSD, 15.6-inch, Battery: 7hrs",Ultrabook,Acer,Image of Acer Model 353,3.6,7,Yes,4.22,6,256,15.6-inch,Apple M2
ASU0354,Asus Model 354,77705,"Asus laptop with Intel i3, 8GB RAM, 512GB SSD, 14-inch display","Intel i3, 8GB RAM, 512GB SSD, 14-inch, Battery: 6hrs",Ultrabook,Asus,Image of Asus Model 354,4.9,6,Yes,3.88,8,512,14-inch,Intel i3
LEN0355,Lenovo Model 355,66639,"Lenovo laptop with AMD Ryzen 7, 6GB RAM, 128GB SSD, 15.6-inch display","AMD Ryzen 7, 6GB RAM, 128GB SSD, 15.6-inch, Battery: 11hrs",Student,Lenovo,Image of Lenovo Model 355,4.5,11,Yes,2.8,6,128,15.6-inch,AMD Ryzen 7
SAM0356,Samsung Model 356,77212,"Samsung laptop with Apple M1, 12GB RAM, 128GB SSD, 14-inch display","Apple M1, 12GB RAM, 128GB SSD, 14-inch, Battery: 4hrs",Convertible,Samsung,Image of Samsung Model 356,4.1,4,Yes,2.56,12,128,14-inch,Apple M1
MIC0357,Microsoft Model 357,80799,"Microsoft laptop with Apple M1, 10GB RAM, 256GB SSD, 15.6-inch display","Apple M1, 10GB RAM, 256GB SSD, 15.6-inch, Battery: 12hrs",Gaming,Microsoft,Image of Microsoft Model 357,3.6,12,No,4.01,10,256,15.6-inch,Apple M1
SAM0358,Samsung Model 358,71852,"Samsung laptop with Intel i5, 6GB RAM, 512GB SSD, 14-inch display","Intel i5, 6GB RAM, 512GB SSD, 14-inch, Battery: 9hrs",Student,Samsung,Image of Samsung Model 358,4.6,9,Yes,1.98,6,512,14-inch,Intel i5
